Restaurant ID,Restaurant Name,Country,City,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Aggregate rating,Votes
18424171,Brijwasi,India,New Delhi,"North Indian, Chinese, South Indian",300,No,No,0.0,0
18363051,Chaap Chaska,India,New Delhi,"North Indian, Mughlai",400,No,No,0.0,1
18449788,Delhi Chaap Express,India,New Delhi,North Indian,200,No,No,0.0,3
18466410,Delhi Chaat Bhandar,India,New Delhi,Street Food,50,No,No,0.0,0
18107851,Delhite Pí¢tisserie,India,New Delhi,Bakery,300,No,No,0.0,1
18466408,Desi Dhaba,India,New Delhi,North Indian,400,No,No,0.0,0
18466400,Desi Thaat Amritsari Naan,India,New Delhi,North Indian,300,No,No,0.0,0
18361765,Dhaba Express,India,New Delhi,North Indian,200,No,No,0.0,0
18424169,Flavours Kitchen,India,New Delhi,"North Indian, Mughlai, Chinese",700,No,No,0.0,1
18449653,Food Campus,India,New Delhi,North Indian,100,No,No,0.0,0
18449786,Fresh Fast Food,India,New Delhi,North Indian,100,No,No,0.0,0
18466675,Gungun Tiffin Services,India,New Delhi,North Indian,200,No,No,0.0,0
18449647,Happy Italiano,India,New Delhi,Fast Food,300,No,No,0.0,0
18361779,Haryana Bhojnalaya,India,New Delhi,North Indian,100,No,No,0.0,0
18363048,Hasty Tasty,India,New Delhi,Chinese,200,No,No,0.0,1
310954,Inam Muradabadi,India,New Delhi,Mughlai,250,No,No,0.0,1
312413,Just In,India,New Delhi,North Indian,200,No,No,0.0,0
18361767,Jyoti Dhaba,India,New Delhi,North Indian,150,No,No,0.0,0
18421473,Lasha Chinese Food,India,New Delhi,Chinese,300,No,No,0.0,1
310995,Lasha Chinese Food,India,New Delhi,Chinese,250,No,No,0.0,2
18421475,Lily Tasty Fast Food,India,New Delhi,"North Eastern, North Indian, Chinese",150,No,No,0.0,1
18418268,Maa Vaishno Dinesh Dhaba,India,New Delhi,North Indian,100,No,No,0.0,1
18421459,Madras Cafe,India,New Delhi,"South Indian, Chinese",200,No,No,0.0,0
18361771,NIK's Chicken Corner,India,New Delhi,North Indian,300,No,No,0.0,0
18241864,Om Shanti Foods,India,New Delhi,North Indian,100,No,No,0.0,0
18449657,Panj Tara,India,New Delhi,North Indian,500,No,No,0.0,0
18396177,Pasta Pizza & Roll Hut,India,New Delhi,"Italian, Fast Food",350,No,No,0.0,0
18449639,Pheva Tandooris,India,New Delhi,"North Indian, Chinese",300,No,No,0.0,0
18357954,Punjabi Delight,India,New Delhi,North Indian,300,No,No,0.0,0
310965,Punjabi Parantha Station and Punjabi Thali,India,New Delhi,North Indian,150,No,No,0.0,2
18418278,Punjabi Paratha Station,India,New Delhi,North Indian,100,No,No,0.0,1
18449664,Raja Rasoi,India,New Delhi,North Indian,200,No,No,0.0,0
18480435,Rollacious,India,New Delhi,Fast Food,100,No,No,0.0,3
311009,Singh Chicken,India,New Delhi,North Indian,500,No,No,0.0,3
310988,Special Tea Point,India,New Delhi,"Street Food, North Indian",50,No,No,0.0,0
18421461,Spl. Flavour Sodas & Fruit shakes,India,New Delhi,Juices,100,No,No,0.0,0
310952,Student Corner,India,New Delhi,Fast Food,50,No,No,0.0,0
18449667,Taneja Corner,India,New Delhi,North Indian,200,No,No,0.0,0
18449661,Taste Zone,India,New Delhi,North Indian,100,No,No,0.0,0
18449643,Tea Point,India,New Delhi,"Beverages, Fast Food",150,No,No,0.0,0
300791,West Bangal Kolkata Hot Kathi Rolls,India,New Delhi,Fast Food,200,No,No,0.0,1
300264,Asli Alam Muradabadi Biryani Centre,India,New Delhi,Biryani,250,No,No,2.8,22
18425751,Cafe Rasoi,India,New Delhi,North Indian,350,No,No,3.2,11
7388,Chinese Food,India,New Delhi,"Fast Food, Street Food, Chinese",250,No,No,2.9,8
311485,Green Chick Chop,India,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,No,2.9,10
2870,Hasty Tasty,India,New Delhi,"Chinese, Fast Food",400,No,No,3.3,86
18397908,Hunter's Kitchen,India,New Delhi,"North Eastern, North Indian",1000,Yes,No,3.0,6
312765,Manahang Restaurant,India,New Delhi,"Chinese, North Indian",500,No,No,3.2,12
5879,Mezbaan Restaurant,India,New Delhi,"North Indian, Mughlai, Chinese",600,No,Yes,3.4,135
304621,Moon Light Sweets,India,New Delhi,"Mithai, Street Food",200,No,No,3.3,16
18472788,North East Castle,India,New Delhi,Cafe,500,No,No,2.9,4
309510,Pizza Point,India,New Delhi,"Fast Food, Pizza",350,No,No,2.9,10
300259,Roll Point,India,New Delhi,Fast Food,200,No,No,2.8,7
310430,Sanjha Tandoor,India,New Delhi,"North Indian, Mughlai",700,No,No,2.8,17
300273,Sayyam,India,New Delhi,Chinese,250,No,No,2.7,16
7393,Shiv Bhojnalaya,India,New Delhi,"South Indian, North Indian, Fast Food",250,No,No,2.8,12
311451,Subway,India,New Delhi,"American, Fast Food, Salad, Healthy Food",500,No,Yes,3.4,78
7240,Take Away,India,New Delhi,Chinese,400,No,No,2.9,20
300268,Vedanta's,India,New Delhi,"North Indian, Chinese",650,No,No,2.7,66
310328,Asian Chopstick,India,New Delhi,"Chinese, Thai",400,No,No,3.5,27
309471,Chinese Delights,India,New Delhi,"Chinese, North Indian",400,No,Yes,3.5,21
18383522,Dezertfox,India,New Delhi,"Bakery, Desserts",550,No,Yes,3.7,21
18424615,Aggarwal Sweets,India,New Delhi,"Mithai, Street Food",100,No,No,0.0,1
18425758,Aggarwal Sweets,India,New Delhi,"Mithai, Street Food",150,No,No,0.0,2
18425178,Al Meraj Chicken Shop,India,New Delhi,"Awadhi, Mughlai",100,No,No,0.0,0
18354994,Chinese Food Corner,India,New Delhi,"Chinese, North Indian",400,No,No,0.0,0
18146362,Creative Food House,India,New Delhi,"Continental, Chinese, North Indian",400,No,No,0.0,3
18425175,D.A.A.,India,New Delhi,Chinese,300,No,No,0.0,0
18225831,Dee Cake Shop,India,New Delhi,Bakery,300,No,No,0.0,3
18354988,Jaca Restaurant,India,New Delhi,"North Indian, Chinese",300,No,No,0.0,0
18425772,King Of Roll,India,New Delhi,Fast Food,100,No,No,0.0,0
18354998,Kirti Food Plaza,India,New Delhi,North Indian,100,No,No,0.0,0
18354992,KT's Shik-Shack,India,New Delhi,Street Food,200,No,No,0.0,1
309509,Namaste Restaurant,India,New Delhi,Chinese,300,No,No,0.0,1
18423905,Nishaj Chicken Corner,India,New Delhi,North Indian,200,No,No,0.0,0
18357566,Royal Bakery,India,New Delhi,"Bakery, Desserts",200,No,No,0.0,2
18425768,S.R. Bakers,India,New Delhi,Bakery,100,No,No,0.0,0
18025119,Shahi Muradabadi,India,New Delhi,Mughlai,300,No,No,0.0,0
18472683,Shree Vinayaga Restaurant,India,New Delhi,South Indian,400,No,No,0.0,0
18425739,The Cake Basket,India,New Delhi,Bakery,100,No,No,0.0,1
18468524,The Pure Kitchen,India,New Delhi,"Chinese, Continental, North Indian",250,No,No,0.0,0
18354996,The Yolmo Kitchen,India,New Delhi,Chinese,500,No,No,0.0,0
18229077,Zawlbuk,India,New Delhi,Tibetan,300,No,No,0.0,2
300275,Anupam Restaurant,India,New Delhi,"North Indian, Chinese",500,No,Yes,2.3,32
9251,Bobby Di Punjabi Rasoi,India,New Delhi,North Indian,150,No,No,2.9,4
18471235,Aditya Da Vaishno Dhaba,India,New Delhi,North Indian,250,No,No,0.0,0
306695,Aggarwal Bikaner Sweets,India,New Delhi,Mithai,100,No,No,0.0,1
9281,Aggarwal Sweet Centre,India,New Delhi,Mithai,200,No,No,0.0,1
18432222,Anjel China & Tibetian Food,India,New Delhi,"Tibetan, Chinese",400,No,No,0.0,0
18471254,Annpurna Rasoi,India,New Delhi,"North Indian, Fast Food",200,No,No,0.0,0
18371414,Apni Rasoi,India,New Delhi,"Mughlai, North Indian",300,No,No,0.0,0
306678,Bajrang Misthan Bhawan,India,New Delhi,Mithai,100,No,No,0.0,0
18371416,Bake Town,India,New Delhi,"Bakery, Chinese",200,No,No,0.0,0
18361199,Bikaner Sweets & Restaurant,India,New Delhi,"Mithai, South Indian, Street Food",200,No,No,0.0,0
312620,Brown Town Bakers,India,New Delhi,"Desserts, Fast Food",150,No,No,0.0,1
18432206,Captain Food Factory,India,New Delhi,Chinese,500,No,No,0.0,1
311394,Cheffron Bakery,India,New Delhi,Bakery,250,No,No,0.0,2
18471270,Chicken Darwar,India,New Delhi,"Fast Food, Mughlai",350,No,No,0.0,0
313349,Chili's Treat,India,New Delhi,"North Indian, Chinese",400,No,No,0.0,3
18359302,Chilli Tadka,India,New Delhi,"Chinese, Fast Food",250,No,No,0.0,0
18352287,Chinese Food Point,India,New Delhi,Chinese,300,No,No,0.0,0
9262,Chinese Temptation,India,New Delhi,"Chinese, Fast Food",300,No,No,0.0,2
18469981,Dana Pani,India,New Delhi,North Indian,250,No,No,0.0,0
18349922,Dev Sweets & Restaurant,India,New Delhi,"North Indian, Chinese, South Indian",400,No,No,0.0,1
18432214,Dilli Darbar Chicken Point,India,New Delhi,Mughlai,400,No,No,0.0,0
310357,Food Point and Sweets Corner,India,New Delhi,"South Indian, Fast Food, North Indian, Chinese",250,No,No,0.0,2
18429155,Green Chick Chop,India,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,No,0.0,0
18471319,Grover Burfee & Cakes,India,New Delhi,"Bakery, Chinese",250,No,No,0.0,0
18471263,Hans's Planet-F,India,New Delhi,"Chinese, Fast Food, North Indian",350,No,No,0.0,0
18432200,Hotel Delhi 43,India,New Delhi,North Indian,700,Yes,No,0.0,0
18430911,Kanhaiya Fast Food,India,New Delhi,"Chinese, Fast Food",300,No,No,0.0,0
18354672,Karol Bagh Ke Chhole Bhature,India,New Delhi,North Indian,150,No,No,0.0,0
18352275,King's Food,India,New Delhi,Chinese,250,No,No,0.0,0
303500,Lamba Sweets Corner,India,New Delhi,"Mithai, Street Food",100,No,No,0.0,2
18431998,Laxmi Food Corner,India,New Delhi,"Fast Food, North Indian",200,No,No,0.0,0
18430900,Lounge Bakery,India,New Delhi,Bakery,400,No,No,0.0,0
18313125,Mehtaab Sweet Corner & Restaurant,India,New Delhi,"North Indian, Chinese, Street Food",200,No,No,0.0,0
18430579,Melting Food Point,India,New Delhi,Chinese,300,No,No,0.0,0
8957,Mithla Dhabha,India,New Delhi,North Indian,200,No,No,0.0,1
9635,Mittal Caterer,India,New Delhi,"Street Food, South Indian, Mithai",200,No,No,0.0,2
18352288,Mittal Restaurant & Fast Food,India,New Delhi,"Fast Food, South Indian, Mithai",400,No,No,0.0,0
18349914,NBC Nirankari Bakers,India,New Delhi,"Pizza, Fast Food, Bakery",200,No,No,0.0,1
18430569,Pind Balluchi,India,New Delhi,"North Indian, Mughlai",800,Yes,No,0.0,0
18361211,Prem Chinese Fast Food,India,New Delhi,Chinese,150,No,No,0.0,0
18471287,Punjabi Rasoi,India,New Delhi,Fast Food,200,No,No,0.0,0
304393,Punjabi Special,India,New Delhi,North Indian,250,No,No,0.0,2
18361217,Radhe Shyam Dhaba,India,New Delhi,North Indian,250,No,No,0.0,0
5483,Raj Rasoi,India,New Delhi,North Indian,150,No,No,0.0,2
9271,Raju De Special Paneer Wale,India,New Delhi,North Indian,50,No,No,0.0,0
304610,Sangeeta Dhaba,India,New Delhi,North Indian,300,No,No,0.0,0
303537,Sat Narayan Fast Food,India,New Delhi,"Mithai, Chinese",150,No,No,0.0,1
18430576,Shahi Chicken Point,India,New Delhi,Mughlai,200,No,No,0.0,0
304405,Sharma Sweets,India,New Delhi,"Mithai, Street Food",100,No,No,0.0,0
18471313,Shere Hind Chicken Corner,India,New Delhi,Mughlai,300,No,No,0.0,0
306710,Shiv Shakti Dhaba,India,New Delhi,North Indian,100,No,No,0.0,0
18430570,Shree Shyam Sweets,India,New Delhi,Street Food,150,No,No,0.0,0
303497,Shri Shyam Ji Shudh Shakahari Bhojnalaya,India,New Delhi,North Indian,150,No,No,0.0,0
18270343,Sky Hawk,India,New Delhi,"North Indian, Chinese, Continental",600,No,No,0.0,1
18361200,Snack Shack,India,New Delhi,"North Indian, Chinese",300,No,No,0.0,0
18261678,Soya Bite's,India,New Delhi,North Indian,350,No,No,0.0,1
18317507,Soya Bite's,India,New Delhi,North Indian,350,No,No,0.0,1
9269,Taj Mahal Dhaba,India,New Delhi,North Indian,400,No,No,0.0,2
18363067,Yadav Sweets,India,New Delhi,Mithai,200,No,No,0.0,1
18371421,Yummy Chinese Food,India,New Delhi,Chinese,150,No,No,0.0,1
304809,Aggarwal Sweets Corner,India,New Delhi,Mithai,100,No,No,0.0,0
304769,Anand Sweets,India,New Delhi,"Mithai, Street Food",100,No,No,0.0,1
304803,Annapurna Sweets Palace,India,New Delhi,"Mithai, Street Food",100,No,No,0.0,1
18261151,Aujla's Punjabi Zaika,India,New Delhi,"North Indian, Chinese, Mughlai",400,No,No,0.0,0
18464636,Baba Ji,India,New Delhi,Fast Food,250,No,No,0.0,0
18017260,Babu Soup Wala,India,New Delhi,North Indian,300,No,No,0.0,0
304753,Baketown By Gagan Bakers,India,New Delhi,"Fast Food, Bakery",200,No,No,0.0,0
18464641,Bala Ji Rasoi,India,New Delhi,North Indian,350,No,No,0.0,0
304822,Bansiwala Sweets & Caterers,India,New Delhi,"Mithai, Street Food",100,No,No,0.0,0
18312665,Best Chicken Corner,India,New Delhi,North Indian,650,No,No,0.0,0
9181,Bhardwaj Bakery,India,New Delhi,"Bakery, Pizza",100,No,No,0.0,0
18435332,Bikaner Sweets & Restaurant,India,New Delhi,"Mithai, Street Food, North Indian",450,No,No,0.0,0
18261710,Classic Chef Corner,India,New Delhi,"Chinese, North Indian",400,No,No,0.0,0
18312662,Dabas Ke Special Chole Bhature,India,New Delhi,Street Food,100,No,No,0.0,0
18322599,Daily Belly,India,New Delhi,"North Indian, South Indian, Chinese",350,No,No,0.0,0
9226,Deep Bakery And Cake,India,New Delhi,"Bakery, Desserts",100,No,No,0.0,0
18434072,Dhaba NH10,India,New Delhi,"North Indian, Chinese",200,No,No,0.0,0
305699,Dilkhush Dhaba,India,New Delhi,North Indian,100,No,No,0.0,0
9194,Do Bhai Paneer Wale And Sweets,India,New Delhi,Bakery,100,No,No,0.0,0
304888,Dosa and Pizza Corner,India,New Delhi,"South Indian, Pizza, Chinese",150,No,No,0.0,0
306177,Gulati Ki Rasoi,India,New Delhi,North Indian,200,No,No,0.0,0
18261708,JMD Family Restaurant,India,New Delhi,"North Indian, Chinese",400,No,No,0.0,0
9173,Jyoti Sweets,India,New Delhi,Mithai,100,No,No,0.0,0
304831,Khana Khazana,India,New Delhi,North Indian,200,No,No,0.0,0
9176,Krishna Panjabi Rasoi,India,New Delhi,North Indian,100,No,No,0.0,1
18233572,Lazeez Zaika,India,New Delhi,"North Indian, Chinese",250,No,No,0.0,1
18464649,Mannat Chinese Fast Food,India,New Delhi,"Chinese, Bakery",300,No,No,0.0,0
18375389,Pizza Hot,India,New Delhi,"Italian, Fast Food, South Indian",300,No,No,0.0,0
18466387,Raju Fast Food,India,New Delhi,"Street Food, Fast Food",250,No,No,0.0,0
304782,Ramesh Caterers & Dhaba,India,New Delhi,North Indian,150,No,No,0.0,0
18261719,Sethi's Express,India,New Delhi,"South Indian, North Indian, Chinese",350,No,No,0.0,0
18466389,Shahi Chicken Biryani Corner,India,New Delhi,Biryani,250,No,No,0.0,0
18378051,Spicy Curry,India,New Delhi,North Indian,350,No,No,0.0,0
7484,Super Star Restaurant,India,New Delhi,North Indian,150,No,No,0.0,1
18464634,Swagi Food Corner,India,New Delhi,"Chinese, Fast Food",250,No,No,0.0,0
18464647,Taoji Ke Amratsari Naan,India,New Delhi,"Fast Food, North Indian",200,No,No,0.0,0
18371391,TCW Chaat Point,India,New Delhi,Street Food,100,No,No,0.0,0
18017240,The Food Express,India,New Delhi,North Indian,200,No,No,0.0,1
18464640,The Pizza Family,India,New Delhi,Pizza,350,No,No,0.0,0
18261161,The Regal Chicken Corner,India,New Delhi,"North Indian, Mughlai",400,No,No,0.0,0
18464638,Welcome Rasoi,India,New Delhi,"North Indian, Fast Food",300,No,No,0.0,0
302694,Agarwal Sweets,India,New Delhi,Mithai,150,No,No,3.0,8
18358184,Aurangzeb Rd,India,New Delhi,"North Indian, Mughlai",500,No,Yes,3.4,23
8715,Bengali Sweet Corner,India,New Delhi,"South Indian, Street Food, Desserts",200,No,No,3.0,7
641,Cafe Coffee Day,India,New Delhi,Cafe,450,No,No,2.6,23
308033,Chinese K. Food,India,New Delhi,Chinese,300,No,No,2.9,4
307099,Chocowell,India,New Delhi,"Desserts, Bakery",150,No,No,3.2,15
18312575,Choice,India,New Delhi,"South Indian, North Indian",500,No,No,3.0,4
18312652,Desi Street,India,New Delhi,"North Indian, South Indian, Chinese",350,No,No,3.1,13
310666,Enigma Lounge,India,New Delhi,"Chinese, North Indian",750,No,No,2.8,8
7434,Flavors Of London,India,New Delhi,"Desserts, Ice Cream, Fast Food",200,No,No,3.0,7
305859,Frontier,India,New Delhi,Bakery,200,No,No,3.0,4
308037,Green Chick Chop,India,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,No,3.2,16
18435837,Hot House Grill,India,New Delhi,Fast Food,300,No,Yes,3.2,10
18441658,Kanshi Ram Chole Kulche Wala,India,New Delhi,Street Food,150,No,No,3.4,13
558,Kents Fast Food,India,New Delhi,"North Indian, Chinese, Fast Food",900,No,No,2.8,12
300485,Paharia Meat & Chicken Shop,India,New Delhi,North Indian,250,No,No,2.8,12
7416,Palji Corner,India,New Delhi,North Indian,150,No,No,3.3,30
301927,Paratha Hi Paratha,India,New Delhi,North Indian,100,No,No,3.1,10
18288199,Picasso Roof Top,India,New Delhi,"Continental, European, North Indian",1100,Yes,No,3.1,15
301931,RK Dosa,India,New Delhi,South Indian,150,No,No,2.8,12
311385,Sandoz,India,New Delhi,"Chinese, North Indian",600,No,Yes,2.6,32
18175322,Sardar Ji,India,New Delhi,"North Indian, Mughlai",120,No,No,3.0,7
7419,Satkar Fast Food,India,New Delhi,North Indian,200,No,No,2.8,20
9280,Sweetheart Cupcakes,India,New Delhi,Desserts,150,No,No,3.1,21
18241874,The Earthen Grill,India,New Delhi,"North Indian, Mughlai, Awadhi",350,No,No,3.2,14
303250,Twenty Four Seven,India,New Delhi,"Fast Food, North Indian",300,No,No,2.8,14
313163,A Patisseries Gallery,India,New Delhi,"Bakery, Desserts",200,No,No,0.0,0
18398504,Aggarwal Bikaneri Sweets,India,New Delhi,Mithai,100,No,No,0.0,0
301932,Aggarwal Sweets & Bakers,India,New Delhi,"Desserts, Street Food",200,No,No,0.0,1
18312572,Avatar Da Dhaba,India,New Delhi,North Indian,200,No,No,0.0,0
18371399,Bengali Restaurant,India,New Delhi,"Bengali, Chinese",150,No,No,0.0,0
18431177,Biryani Express,India,New Delhi,Biryani,200,No,No,0.0,0
18371405,Brahm Point Fast Food,India,New Delhi,"Fast Food, Chinese",150,No,No,0.0,0
312926,Chinese Hot,India,New Delhi,Chinese,300,No,No,0.0,1
18349241,Curry Man,India,New Delhi,North Indian,200,No,No,0.0,0
18431181,Diya Chinese Food,India,New Delhi,Chinese,300,No,No,0.0,0
18431187,Foodies,India,New Delhi,Chinese,400,No,No,0.0,0
18393288,Fresh Meat CO,India,New Delhi,"Raw Meats, Fast Food",300,No,No,0.0,0
8718,Hans Fast Food Center,India,New Delhi,"Fast Food, Desserts",150,No,No,0.0,2
18462571,Happy Hours,India,New Delhi,"Chinese, Fast Food",200,No,No,0.0,0
18460302,Khalsa Eating Point,India,New Delhi,North Indian,300,No,No,0.0,0
18431183,Krishna Yummy Foods,India,New Delhi,North Indian,250,No,No,0.0,1
301925,Laxmi Dhaba,India,New Delhi,North Indian,100,No,No,0.0,1
301885,Milan Shudh Vaishno,India,New Delhi,North Indian,300,No,No,0.0,3
18295497,Milko Sweets Corner,India,New Delhi,"Mithai, Street Food",100,No,No,0.0,2
18460299,New Punjabi Chaap Corner,India,New Delhi,Chinese,300,No,No,0.0,0
1973,Nik's Chawla Chik Inn,India,New Delhi,"North Indian, Fast Food",600,No,No,0.0,2
18369770,Paras Corner,India,New Delhi,Chinese,150,No,No,0.0,0
312848,Punjabi Tadka,India,New Delhi,North Indian,250,No,No,0.0,0
18474850,Sardar A Pure Meat Shop,India,New Delhi,"Raw Meats, Fast Food, North Indian",150,No,No,0.0,0
18429186,Shahi Hyderbadi Biryani,India,New Delhi,Mughlai,250,No,No,0.0,0
18312656,Shashi's China Wok,India,New Delhi,Chinese,250,No,No,0.0,2
18416741,Urban Palate,India,New Delhi,Fast Food,300,No,No,0.0,0
18425182,Wrapss,India,New Delhi,"Chinese, Fast Food",350,No,No,0.0,1
18464625,China Kitchen,India,New Delhi,"Chinese, North Eastern",350,No,No,0.0,0
18435330,Chowringhee,India,New Delhi,Fast Food,250,No,No,0.0,0
18435326,D-Food,India,New Delhi,"Chinese, Fast Food, Bakery",500,No,No,0.0,0
18464648,Kith N Kin Cafeteria,India,New Delhi,"Chinese, North Indian",300,No,No,0.0,0
18464629,Lazeez Rasoi,India,New Delhi,"Chinese, North Indian",300,No,No,0.0,0
18435322,Red Rose Restaurant,India,New Delhi,Fast Food,450,No,No,0.0,0
18014151,Shri Bikaner Sweets & Restaurant,India,New Delhi,"North Indian, Chinese, South Indian",500,No,No,0.0,0
18375378,Welcome Family Restaurant,India,New Delhi,"North Indian, South Indian",400,No,No,0.0,0
310408,Al Bake,India,New Delhi,"North Indian, Mughlai",400,No,No,2.7,38
1185,Americana Kitchen and Bar,India,New Delhi,"American, Tex-Mex, Italian, Mexican, North Indian",1900,Yes,No,2.8,105
5536,Bawa Snacks Corner,India,New Delhi,North Indian,150,No,No,2.8,11
18393213,Bhimsain's Bengali Sweet House,India,New Delhi,"Mithai, North Indian, Street Food, Chinese, South Indian, Indian",450,No,No,2.9,4
308336,Cafe Coffee Day,India,New Delhi,Cafe,450,No,No,3.1,13
637,Cafe Coffee Day,India,New Delhi,Cafe,450,No,Yes,3.0,38
313159,Dolce Gelato,India,New Delhi,"Ice Cream, Beverages, Fast Food",300,No,Yes,3.2,9
3608,Domino's Pizza,India,New Delhi,"Pizza, Fast Food",700,No,No,3.0,71
3636,Gopala,India,New Delhi,"North Indian, Street Food",150,No,No,3.0,12
312790,New Punjabi Khana,India,New Delhi,North Indian,200,No,No,3.1,8
5537,New Vishal Corner,India,New Delhi,"North Indian, Street Food, Fast Food",250,No,No,3.1,14
308347,Punjabi Khana,India,New Delhi,North Indian,200,No,No,3.2,14
2602,Rajshree,India,New Delhi,"South Indian, Chinese",250,No,No,3.1,11
3638,Snack Junction,India,New Delhi,"North Indian, Chinese",250,No,No,3.0,27
18017281,Sona,India,New Delhi,"North Indian, South Indian, Fast Food",400,No,No,3.4,29
3607,Southy,India,New Delhi,South Indian,450,No,Yes,2.5,94
3069,The First Floor,India,New Delhi,"North Indian, Chinese",1000,Yes,Yes,3.1,14
18268390,Hype,India,New Delhi,"Finger Food, Italian, Middle Eastern",4700,No,No,3.7,142
196,McDonald's,India,New Delhi,"Fast Food, Burger",500,No,Yes,3.7,177
5487,New Punjabi Khana,India,New Delhi,North Indian,200,No,No,3.9,104
308331,Pizza Hut Delivery,India,New Delhi,"Italian, Pizza, Fast Food",800,No,Yes,3.6,103
18126080,Shree Rathnam,India,New Delhi,"South Indian, North Indian, Chinese",800,No,No,3.6,58
148,Subway,India,New Delhi,"American, Fast Food, Salad, Healthy Food",500,No,No,3.6,142
18412898,Al Mughal,India,New Delhi,Mughlai,250,No,No,0.0,2
5528,Anupama Restaurant,India,New Delhi,North Indian,150,No,No,0.0,1
